g,a,z,prop
0.34,0.5,0.25,1
0.35,0.5,0.25,1
0.36,0.5,0.25,1
0.37,0.5,0.25,1
0.38,0.5,0.25,1
0.39,0.5,0.25,1
0.4,0.5,0.25,1
0.41,0.5,0.25,1
0.42,0.5,0.25,1
0.43,0.5,0.25,1
0.44,0.5,0.25,1
0.45,0.5,0.25,1
0.46,0.5,0.25,1
0.47,0.5,0.25,1
0.48,0.5,0.25,1
0.49,0.5,0.25,1
0.5,0.5,0.25,1
0.51,0.5,0.25,1
0.52,0.5,0.25,1
0.53,0.5,0.25,1
0.54,0.5,0.25,1
0.55,0.5,0.25,1
0.56,0.5,0.25,1
0.57,0.5,0.25,1
0.58,0.5,0.25,1
0.59,0.5,0.25,1
0.6,0.5,0.25,1
0.61,0.5,0.25,1
0.62,0.5,0.25,1
0.63,0.5,0.25,1
0.64,0.5,0.25,1
0.65,0.5,0.25,1
0.66,0.5,0.25,1
0.67,0.5,0.25,1
0.68,0.5,0.25,1
0.69,0.5,0.25,1
0.7,0.5,0.25,1
0.71,0.5,0.25,1
0.72,0.5,0.25,1
0.73,0.5,0.25,1
0.74,0.5,0.25,1
0.75,0.5,0.25,1
0.76,0.5,0.25,1
0.77,0.5,0.25,1
0.78,0.5,0.25,1
0.79,0.5,0.25,1
0.8,0.5,0.25,1
0.81,0.5,0.25,1
0.82,0.5,0.25,1
0.83,0.5,0.25,1
0.84,0.5,0.25,1
0.85,0.5,0.25,1
0.86,0.5,0.25,1
0.87,0.5,0.25,1
0.88,0.5,0.25,1
0.89,0.5,0.25,1
0.9,0.5,0.25,1
0.91,0.5,0.25,1
0.92,0.5,0.25,1
0.93,0.5,0.25,1
0.94,0.5,0.25,1
0.95,0.5,0.25,1
0.96,0.5,0.25,1
0.97,0.5,0.25,1
0.98,0.5,0.25,1
0.99,0.5,0.25,1
0,0.55,0.25,0
0.01,0.55,0.25,0
0.02,0.55,0.25,0
0.03,0.55,0.25,0
0.04,0.55,0.25,0
0.05,0.55,0.25,0
0.06,0.55,0.25,0
0.07,0.55,0.25,0
0.08,0.55,0.25,0
0.09,0.55,0.25,0
0.1,0.55,0.25,0
0.11,0.55,0.25,0
0.12,0.55,0.25,0
0.13,0.55,0.25,0
0.14,0.55,0.25,0
0.15,0.55,0.25,0
0.16,0.55,0.25,0
0.17,0.55,0.25,0
0.18,0.55,0.25,0
0.19,0.55,0.25,0
0.2,0.55,0.25,0.004761904761904762
0.21,0.55,0.25,0.04285714285714286
0.22,0.55,0.25,0.0761904761904762
0.23,0.55,0.25,0.10476190476190476
0.24,0.55,0.25,0.12857142857142856
0.25,0.55,0.25,0.1523809523809524
0.26,0.55,0.25,0.1761904761904762
0.27,0.55,0.25,0.20476190476190476
0.28,0.55,0.25,0.23333333333333334
0.29,0.55,0.25,0.2714285714285714
0.3,0.55,0.25,0.3047619047619048
0.31,0.55,0.25,0.3476190476190476
0.32,0.55,0.25,0.4142857142857143
0.33,0.55,0.25,0.49523809523809526
0.34,0.55,0.25,1
0.35,0.55,0.25,1
0.36,0.55,0.25,1
0.37,0.55,0.25,1
0.38,0.55,0.25,1
0.39,0.55,0.25,1
0.4,0.55,0.25,1
0.41,0.55,0.25,1
0.42,0.55,0.25,1
0.43,0.55,0.25,1
0.44,0.55,0.25,1
0.45,0.55,0.25,1
0.46,0.55,0.25,1
0.47,0.55,0.25,1
0.48,0.55,0.25,1
0.49,0.55,0.25,1
0.5,0.55,0.25,1
0.51,0.55,0.25,1
0.52,0.55,0.25,1
0.53,0.55,0.25,1
0.54,0.55,0.25,1
0.55,0.55,0.25,1
0.56,0.55,0.25,1
0.57,0.55,0.25,1
0.58,0.55,0.25,1
0.59,0.55,0.25,1
0.6,0.55,0.25,1
0.61,0.55,0.25,1
0.62,0.55,0.25,1
0.63,0.55,0.25,1
0.64,0.55,0.25,1
0.65,0.55,0.25,1
0.66,0.55,0.25,1
0.67,0.55,0.25,1
0.68,0.55,0.25,1
0.69,0.55,0.25,1
0.7,0.55,0.25,1
0.71,0.55,0.25,1
0.72,0.55,0.25,1
0.73,0.55,0.25,1
0.74,0.55,0.25,1
0.75,0.55,0.25,1
0.76,0.55,0.25,1
0.77,0.55,0.25,1
0.78,0.55,0.25,1
0.79,0.55,0.25,1
0.8,0.55,0.25,1
0.81,0.55,0.25,1
0.82,0.55,0.25,1
0.83,0.55,0.25,1
0.84,0.55,0.25,1
0.85,0.55,0.25,1
0.86,0.55,0.25,1
0.87,0.55,0.25,1
0.88,0.55,0.25,1
0.89,0.55,0.25,1
0.9,0.55,0.25,1
0.91,0.55,0.25,1
0.92,0.55,0.25,1
0.93,0.55,0.25,1
0.94,0.55,0.25,1
0.95,0.55,0.25,1
0.96,0.55,0.25,1
0.97,0.55,0.25,1
0.98,0.55,0.25,1
0.99,0.55,0.25,1
0,0.6,0.25,0
0.01,0.6,0.25,0
0.02,0.6,0.25,0
0.03,0.6,0.25,0
0.04,0.6,0.25,0
0.05,0.6,0.25,0
0.06,0.6,0.25,0
0.07,0.6,0.25,0
0.08,0.6,0.25,0
0.09,0.6,0.25,0
0.1,0.6,0.25,0
0.11,0.6,0.25,0
0.12,0.6,0.25,0
0.13,0.6,0.25,0
0.14,0.6,0.25,0
0.15,0.6,0.25,0
0.16,0.6,0.25,0
0.17,0.6,0.25,0
0.18,0.6,0.25,0
0.19,0.6,0.25,0
0.2,0.6,0.25,0
0.21,0.6,0.25,0.004761904761904762
0.22,0.6,0.25,0.0380952380952381
0.23,0.6,0.25,0.07142857142857142
0.24,0.6,0.25,0.09523809523809523
0.25,0.6,0.25,0.11904761904761904
0.26,0.6,0.25,0.14285714285714285
0.27,0.6,0.25,0.16666666666666666
0.28,0.6,0.25,0.19047619047619047
0.29,0.6,0.25,0.20952380952380953
0.3,0.6,0.25,0.24761904761904763
0.31,0.6,0.25,0.2761904761904762
0.32,0.6,0.25,0.3238095238095238
0.33,0.6,0.25,0.36666666666666664
0.34,0.6,0.25,0.44285714285714284
0.35,0.6,0.25,1
0.36,0.6,0.25,1
0.37,0.6,0.25,1
0.38,0.6,0.25,1
0.39,0.6,0.25,1
0.4,0.6,0.25,1
0.41,0.6,0.25,1
0.42,0.6,0.25,1
0.43,0.6,0.25,1
0.44,0.6,0.25,1
0.45,0.6,0.25,1
0.46,0.6,0.25,1
0.47,0.6,0.25,1
0.48,0.6,0.25,1
0.49,0.6,0.25,1
0.5,0.6,0.25,1
0.51,0.6,0.25,1
0.52,0.6,0.25,1
0.53,0.6,0.25,1
0.54,0.6,0.25,1
0.55,0.6,0.25,1
0.56,0.6,0.25,1
0.57,0.6,0.25,1
0.58,0.6,0.25,1
0.59,0.6,0.25,1
0.6,0.6,0.25,1
0.61,0.6,0.25,1
0.62,0.6,0.25,1
0.63,0.6,0.25,1
0.64,0.6,0.25,1
0.65,0.6,0.25,1
0.66,0.6,0.25,1
0.67,0.6,0.25,1
0.68,0.6,0.25,1
0.69,0.6,0.25,1
0.7,0.6,0.25,1
0.71,0.6,0.25,1
0.72,0.6,0.25,1
0.73,0.6,0.25,1
0.74,0.6,0.25,1
0.75,0.6,0.25,1
0.76,0.6,0.25,1
0.77,0.6,0.25,1
0.78,0.6,0.25,1
0.79,0.6,0.25,1
0.8,0.6,0.25,1
0.81,0.6,0.25,1
0.82,0.6,0.25,1
0.83,0.6,0.25,1
0.84,0.6,0.25,1
0.85,0.6,0.25,1
0.86,0.6,0.25,1
0.87,0.6,0.25,1
0.88,0.6,0.25,1
0.89,0.6,0.25,1
0.9,0.6,0.25,1
0.91,0.6,0.25,1
0.92,0.6,0.25,1
0.93,0.6,0.25,1
0.94,0.6,0.25,1
0.95,0.6,0.25,1
0.96,0.6,0.25,1
0.97,0.6,0.25,1
0.98,0.6,0.25,1
0.99,0.6,0.25,1
0,0.65,0.25,0
0.01,0.65,0.25,0
0.02,0.65,0.25,0
0.03,0.65,0.25,0
0.04,0.65,0.25,0
0.05,0.65,0.25,0
0.06,0.65,0.25,0
0.07,0.65,0.25,0
0.08,0.65,0.25,0
0.09,0.65,0.25,0
0.1,0.65,0.25,0
0.11,0.65,0.25,0
0.12,0.65,0.25,0
0.13,0.65,0.25,0
0.14,0.65,0.25,0
0.15,0.65,0.25,0
0.16,0.65,0.25,0
0.17,0.65,0.25,0
0.18,0.65,0.25,0
0.19,0.65,0.25,0
0.2,0.65,0.25,0
0.21,0.65,0.25,0
0.22,0.65,0.25,0
0.23,0.65,0.25,0.03333333333333333
0.24,0.65,0.25,0.06190476190476191
0.25,0.65,0.25,0.09047619047619047
0.26,0.65,0.25,0.11428571428571428
0.27,0.65,0.25,0.1380952380952381
0.28,0.65,0.25,0.1523809523809524
0.29,0.65,0.25,0.1761904761904762
0.3,0.65,0.25,0.19523809523809524
0.31,0.65,0.25,0.22857142857142856
0.32,0.65,0.25,0.2571428571428571
0.33,0.65,0.25,0.29523809523809524
0.34,0.65,0.25,0.34285714285714286
0.35,0.65,0.25,0.3904761904761905
0.36,0.65,0.25,0.4666666666666667
0.37,0.65,0.25,1
0.38,0.65,0.25,1
0.39,0.65,0.25,1
0.4,0.65,0.25,1
0.41,0.65,0.25,1
0.42,0.65,0.25,1
0.43,0.65,0.25,1
0.44,0.65,0.25,1
0.45,0.65,0.25,1
0.46,0.65,0.25,1
0.47,0.65,0.25,1
0.48,0.65,0.25,1
0.49,0.65,0.25,1
0.5,0.65,0.25,1
0.51,0.65,0.25,1
0.52,0.65,0.25,1
0.53,0.65,0.25,1
0.54,0.65,0.25,1
0.55,0.65,0.25,1
0.56,0.65,0.25,1
0.57,0.65,0.25,1
0.58,0.65,0.25,1
0.59,0.65,0.25,1
0.6,0.65,0.25,1
0.61,0.65,0.25,1
0.62,0.65,0.25,1
0.63,0.65,0.25,1
0.64,0.65,0.25,1
0.65,0.65,0.25,1
0.66,0.65,0.25,1
0.67,0.65,0.25,1
0.68,0.65,0.25,1
0.69,0.65,0.25,1
0.7,0.65,0.25,1
0.71,0.65,0.25,1
0.72,0.65,0.25,1
0.73,0.65,0.25,1
0.74,0.65,0.25,1
0.75,0.65,0.25,1
0.76,0.65,0.25,1
0.77,0.65,0.25,1
0.78,0.65,0.25,1
0.79,0.65,0.25,1
0.8,0.65,0.25,1
0.81,0.65,0.25,1
0.82,0.65,0.25,1
0.83,0.65,0.25,1
0.84,0.65,0.25,1
0.85,0.65,0.25,1
0.86,0.65,0.25,1
0.87,0.65,0.25,1
0.88,0.65,0.25,1
0.89,0.65,0.25,1
0.9,0.65,0.25,1
0.91,0.65,0.25,1
0.92,0.65,0.25,1
0.93,0.65,0.25,1
0.94,0.65,0.25,1
0.95,0.65,0.25,1
0.96,0.65,0.25,1
0.97,0.65,0.25,1
0.98,0.65,0.25,1
0.99,0.65,0.25,1
0,0.7,0.25,0
0.01,0.7,0.25,0
0.02,0.7,0.25,0
0.03,0.7,0.25,0
0.04,0.7,0.25,0
0.05,0.7,0.25,0
0.06,0.7,0.25,0
0.07,0.7,0.25,0
0.08,0.7,0.25,0
0.09,0.7,0.25,0
0.1,0.7,0.25,0
0.11,0.7,0.25,0
0.12,0.7,0.25,0
0.13,0.7,0.25,0
0.14,0.7,0.25,0
0.15,0.7,0.25,0
0.16,0.7,0.25,0
0.17,0.7,0.25,0
0.18,0.7,0.25,0
0.19,0.7,0.25,0
0.2,0.7,0.25,0
0.21,0.7,0.25,0
0.22,0.7,0.25,0
0.23,0.7,0.25,0
0.24,0.7,0.25,0.02857142857142857
0.25,0.7,0.25,0.05714285714285714
0.26,0.7,0.25,0.08095238095238096
0.27,0.7,0.25,0.10476190476190476
0.28,0.7,0.25,0.12857142857142856
0.29,0.7,0.25,0.14761904761904762
0.3,0.7,0.25,0.16666666666666666
0.31,0.7,0.25,0.19047619047619047
0.32,0.7,0.25,0.20952380952380953
0.33,0.7,0.25,0.23809523809523808
0.34,0.7,0.25,0.2714285714285714
0.35,0.7,0.25,0.30952380952380953
0.36,0.7,0.25,0.3523809523809524
0.37,0.7,0.25,0.41904761904761906
0.38,0.7,0.25,1
0.39,0.7,0.25,1
0.4,0.7,0.25,1
0.41,0.7,0.25,1
0.42,0.7,0.25,1
0.43,0.7,0.25,1
0.44,0.7,0.25,1
0.45,0.7,0.25,1
0.46,0.7,0.25,1
0.47,0.7,0.25,1
0.48,0.7,0.25,1
0.49,0.7,0.25,1
0.5,0.7,0.25,1
0.51,0.7,0.25,1
0.52,0.7,0.25,1
0.53,0.7,0.25,1
0.54,0.7,0.25,1
0.55,0.7,0.25,1
0.56,0.7,0.25,1
0.57,0.7,0.25,1
0.58,0.7,0.25,1
0.59,0.7,0.25,1
0.6,0.7,0.25,1
0.61,0.7,0.25,1
0.62,0.7,0.25,1
0.63,0.7,0.25,1
0.64,0.7,0.25,1
0.65,0.7,0.25,1
0.66,0.7,0.25,1
0.67,0.7,0.25,1
0.68,0.7,0.25,1
0.69,0.7,0.25,1
0.7,0.7,0.25,1
0.71,0.7,0.25,1
0.72,0.7,0.25,1
0.73,0.7,0.25,1
0.74,0.7,0.25,1
0.75,0.7,0.25,1
0.76,0.7,0.25,1
0.77,0.7,0.25,1
0.78,0.7,0.25,1
0.79,0.7,0.25,1
0.8,0.7,0.25,1
0.81,0.7,0.25,1
0.82,0.7,0.25,1
0.83,0.7,0.25,1
0.84,0.7,0.25,1
0.85,0.7,0.25,1
0.86,0.7,0.25,1
0.87,0.7,0.25,1
0.88,0.7,0.25,1
0.89,0.7,0.25,1
0.9,0.7,0.25,1
0.91,0.7,0.25,1
0.92,0.7,0.25,1
0.93,0.7,0.25,1
0.94,0.7,0.25,1
0.95,0.7,0.25,1
0.96,0.7,0.25,1
0.97,0.7,0.25,1
0.98,0.7,0.25,1
0.99,0.7,0.25,1
0,0.75,0.25,0
0.01,0.75,0.25,0
0.02,0.75,0.25,0
0.03,0.75,0.25,0
0.04,0.75,0.25,0
0.05,0.75,0.25,0
0.06,0.75,0.25,0
0.07,0.75,0.25,0
0.08,0.75,0.25,0
0.09,0.75,0.25,0
0.1,0.75,0.25,0
0.11,0.75,0.25,0
0.12,0.75,0.25,0
0.13,0.75,0.25,0
0.14,0.75,0.25,0
0.15,0.75,0.25,0
0.16,0.75,0.25,0
0.17,0.75,0.25,0
0.18,0.75,0.25,0
0.19,0.75,0.25,0
0.2,0.75,0.25,0
0.21,0.75,0.25,0
0.22,0.75,0.25,0
0.23,0.75,0.25,0
0.24,0.75,0.25,0
0.25,0.75,0.25,0.023809523809523808
0.26,0.75,0.25,0.05238095238095238
0.27,0.75,0.25,0.0761904761904762
0.28,0.75,0.25,0.1
0.29,0.75,0.25,0.11904761904761904
0.3,0.75,0.25,0.1380952380952381
0.31,0.75,0.25,0.1523809523809524
0.32,0.75,0.25,0.1761904761904762
0.33,0.75,0.25,0.19523809523809524
0.34,0.75,0.25,0.22857142857142856
0.35,0.75,0.25,0.2523809523809524
0.36,0.75,0.25,0.2857142857142857
0.37,0.75,0.25,0.32857142857142857
0.38,0.75,0.25,0.38095238095238093
0.39,0.75,0.25,0.45714285714285713
0.4,0.75,0.25,1
0.41,0.75,0.25,1
0.42,0.75,0.25,1
0.43,0.75,0.25,1
0.44,0.75,0.25,1
0.45,0.75,0.25,1
0.46,0.75,0.25,1
0.47,0.75,0.25,1
0.48,0.75,0.25,1
0.49,0.75,0.25,1
0.5,0.75,0.25,1
0.51,0.75,0.25,1
0.52,0.75,0.25,1
0.53,0.75,0.25,1
0.54,0.75,0.25,1
0.55,0.75,0.25,1
0.56,0.75,0.25,1
0.57,0.75,0.25,1
0.58,0.75,0.25,1
0.59,0.75,0.25,1
0.6,0.75,0.25,1
0.61,0.75,0.25,1
0.62,0.75,0.25,1
0.63,0.75,0.25,1
0.64,0.75,0.25,1
0.65,0.75,0.25,1
0.66,0.75,0.25,1
0.67,0.75,0.25,1
0.68,0.75,0.25,1
0.69,0.75,0.25,1
0.7,0.75,0.25,1
0.71,0.75,0.25,1
0.72,0.75,0.25,1
0.73,0.75,0.25,1
0.74,0.75,0.25,1
0.75,0.75,0.25,1
0.76,0.75,0.25,1
0.77,0.75,0.25,1
0.78,0.75,0.25,1
0.79,0.75,0.25,1
0.8,0.75,0.25,1
0.81,0.75,0.25,1
0.82,0.75,0.25,1
0.83,0.75,0.25,1
0.84,0.75,0.25,1
0.85,0.75,0.25,1
0.86,0.75,0.25,1
0.87,0.75,0.25,1
0.88,0.75,0.25,1
0.89,0.75,0.25,1
0.9,0.75,0.25,1
0.91,0.75,0.25,1
0.92,0.75,0.25,1
0.93,0.75,0.25,1
0.94,0.75,0.25,1
0.95,0.75,0.25,1
0.96,0.75,0.25,1
0.97,0.75,0.25,1
0.98,0.75,0.25,1
0.99,0.75,0.25,1
0,0.8,0.25,0
0.01,0.8,0.25,0
0.02,0.8,0.25,0
0.03,0.8,0.25,0
0.04,0.8,0.25,0
0.05,0.8,0.25,0
0.06,0.8,0.25,0
0.07,0.8,0.25,0
0.08,0.8,0.25,0
0.09,0.8,0.25,0
0.1,0.8,0.25,0
0.11,0.8,0.25,0
0.12,0.8,0.25,0
0.13,0.8,0.25,0
0.14,0.8,0.25,0
0.15,0.8,0.25,0
0.16,0.8,0.25,0
0.17,0.8,0.25,0
0.18,0.8,0.25,0
0.19,0.8,0.25,0
0.2,0.8,0.25,0
0.21,0.8,0.25,0
0.22,0.8,0.25,0
0.23,0.8,0.25,0
0.24,0.8,0.25,0
0.25,0.8,0.25,0
0.26,0.8,0.25,0.01904761904761905
0.27,0.8,0.25,0.047619047619047616
0.28,0.8,0.25,0.07142857142857142
0.29,0.8,0.25,0.09047619047619047
0.3,0.8,0.25,0.11904761904761904
0.31,0.8,0.25,0.13333333333333333
0.32,0.8,0.25,0.14761904761904762
0.33,0.8,0.25,0.16666666666666666
0.34,0.8,0.25,0.19047619047619047
0.35,0.8,0.25,0.20952380952380953
0.36,0.8,0.25,0.23333333333333334
0.37,0.8,0.25,0.26666666666666666
0.38,0.8,0.25,0.30952380952380953
0.39,0.8,0.25,0.3476190476190476
0.4,0.8,0.25,0.4095238095238095
0.41,0.8,0.25,1
0.42,0.8,0.25,1
0.43,0.8,0.25,1
0.44,0.8,0.25,1
0.45,0.8,0.25,1
0.46,0.8,0.25,1
0.47,0.8,0.25,1
0.48,0.8,0.25,1
0.49,0.8,0.25,1
0.5,0.8,0.25,1
0.51,0.8,0.25,1
0.52,0.8,0.25,1
0.53,0.8,0.25,1
0.54,0.8,0.25,1
0.55,0.8,0.25,1
0.56,0.8,0.25,1
0.57,0.8,0.25,1
0.58,0.8,0.25,1
0.59,0.8,0.25,1
0.6,0.8,0.25,1
0.61,0.8,0.25,1
0.62,0.8,0.25,1
0.63,0.8,0.25,1
0.64,0.8,0.25,1
0.65,0.8,0.25,1
0.66,0.8,0.25,1
0.67,0.8,0.25,1
0.68,0.8,0.25,1
0.69,0.8,0.25,1
0.7,0.8,0.25,1
0.71,0.8,0.25,1
0.72,0.8,0.25,1
0.73,0.8,0.25,1
0.74,0.8,0.25,1
0.75,0.8,0.25,1
0.76,0.8,0.25,1
0.77,0.8,0.25,1
0.78,0.8,0.25,1
0.79,0.8,0.25,1
0.8,0.8,0.25,1
0.81,0.8,0.25,1
0.82,0.8,0.25,1
0.83,0.8,0.25,1
0.84,0.8,0.25,1
0.85,0.8,0.25,1
0.86,0.8,0.25,1
0.87,0.8,0.25,1
0.88,0.8,0.25,1
0.89,0.8,0.25,1
0.9,0.8,0.25,1
0.91,0.8,0.25,1
0.92,0.8,0.25,1
0.93,0.8,0.25,1
0.94,0.8,0.25,1
0.95,0.8,0.25,1
0.96,0.8,0.25,1
0.97,0.8,0.25,1
0.98,0.8,0.25,1
0.99,0.8,0.25,1
0,0.85,0.25,0
0.01,0.85,0.25,0
